transaction_id,date,time,sku,category,channel,store_id,quantity,base_price,discount,total_price,promotion
TXN-117445,1/14/2024,18:23:21,BOOK-8775,BOOK,Store,Store 1,2,45.7,0,91.4,FALSE
TXN-117445,1/14/2024,18:23:21,HOME-4728,HOME,Store,Store 1,2,272.22,0.1,490,TRUE
TXN-117445,1/14/2024,18:23:21,TECH-3793,TECH,Store,Store 1,1,654.83,0.1,589.35,TRUE
TXN-117445,1/14/2024,18:23:21,HOME-3421,HOME,Store,Store 1,3,67.25,0.2,161.4,TRUE
TXN-133104,1/16/2024,12:36:44,HOME-2800,HOME,Online,Online,5,242.78,0,1213.9,FALSE
TXN-133104,1/16/2024,12:36:44,BOOK-8225,BOOK,Online,Online,1,31.56,0,31.56,FALSE
TXN-133104,1/16/2024,12:36:44,BOOK-3481,BOOK,Online,Online,5,25.67,0,128.35,FALSE
TXN-133104,1/16/2024,12:36:44,TECH-4340,TECH,Online,Online,1,373.6,0,373.6,FALSE
TXN-133104,1/16/2024,12:36:44,HOME-8726,HOME,Online,Online,5,125.99,0.15,535.45,TRUE
TXN-840058,1/3/2024,7:08:33,HOME-6325,HOME,Store,Store 2,1,262.11,0.3,183.48,TRUE
TXN-840058,1/3/2024,7:08:33,BOOK-9609,BOOK,Store,Store 2,5,38.5,0,192.5,FALSE
TXN-840058,1/3/2024,7:08:33,TECH-3837,TECH,Store,Store 2,3,1499.45,0,4498.35,FALSE
TXN-659024,1/13/2024,16:21:34,BOOK-6804,BOOK,Online,Online,2,38.37,0.1,69.06,TRUE
TXN-659024,1/13/2024,16:21:34,HOME-8932,HOME,Online,Online,1,117.21,0,117.21,FALSE
TXN-659024,1/13/2024,16:21:34,TECH-5038,TECH,Online,Online,4,1439.05,0,5756.2,FALSE
TXN-412999,1/24/2024,4:14:19,TECH-4396,TECH,Store,Store 3,1,1419.51,0.1,1277.56,TRUE
TXN-432441,1/22/2024,18:30:22,TECH-5715,TECH,Store,Store 3,2,1174.78,0,2349.56,FALSE
TXN-809489,1/2/2024,2:34:24,KIDS-6654,KIDS,Store,Store 4,3,35.45,0.2,85.08,TRUE
TXN-809489,1/2/2024,2:34:24,HOME-5758,HOME,Store,Store 4,5,286.77,0,1433.85,FALSE
TXN-809489,1/2/2024,2:34:24,BOOK-2294,BOOK,Store,Store 4,4,41.45,0,165.8,FALSE
TXN-809489,1/2/2024,2:34:24,BOOK-8247,BOOK,Store,Store 4,3,41.29,0.1,111.48,TRUE
TXN-324381,1/22/2024,22:12:52,BOOK-5450,BOOK,Store,Store 3,5,42.69,0,213.45,FALSE
TXN-324381,1/22/2024,22:12:52,KIDS-4920,KIDS,Store,Store 3,3,75.85,0,227.55,FALSE
TXN-324381,1/22/2024,22:12:52,BOOK-9700,BOOK,Store,Store 3,5,48.46,0,242.3,FALSE
TXN-324381,1/22/2024,22:12:52,BOOK-4814,BOOK,Store,Store 3,3,45.17,0,135.51,FALSE
TXN-533377,1/21/2024,17:21:45,BOOK-2647,BOOK,Store,Store 4,3,44.03,0.05,125.49,TRUE
TXN-533377,1/21/2024,17:21:45,TECH-1084,TECH,Store,Store 4,4,524.3,0.2,1677.76,TRUE
TXN-533377,1/21/2024,17:21:45,BOOK-7666,BOOK,Store,Store 4,5,24.12,0.1,108.55,TRUE
TXN-600641,1/12/2024,18:41:12,BOOK-6262,BOOK,Store,Store 3,2,27.31,0,54.62,FALSE
TXN-600641,1/12/2024,18:41:12,BOOK-1969,BOOK,Store,Store 3,2,18.22,0.15,30.98,TRUE
TXN-600641,1/12/2024,18:41:12,KIDS-4804,KIDS,Store,Store 3,4,107.29,0.05,407.72,TRUE
TXN-283568,1/7/2024,13:26:56,TECH-3880,TECH,Online,Online,2,1429.53,0.15,2430.2,TRUE
TXN-283568,1/7/2024,13:26:56,TECH-7504,TECH,Online,Online,5,1472.53,0.05,6994.5,TRUE
TXN-283568,1/7/2024,13:26:56,BOOK-5742,BOOK,Online,Online,4,26.14,0.15,88.88,TRUE
TXN-283568,1/7/2024,13:26:56,BOOK-5888,BOOK,Online,Online,1,23.86,0.05,22.67,TRUE
TXN-451317,1/9/2024,7:18:29,TECH-3198,TECH,Store,Store 4,2,1127.73,0.3,1578.82,TRUE
TXN-451317,1/9/2024,7:18:29,BOOK-5470,BOOK,Store,Store 4,3,13.02,0,39.06,FALSE
TXN-218118,1/10/2024,4:21:10,TECH-5215,TECH,Store,Store 4,2,620.88,0.05,1179.68,TRUE
TXN-218118,1/10/2024,4:21:10,KIDS-6523,KIDS,Store,Store 4,3,107.88,0.05,307.47,TRUE
TXN-218118,1/10/2024,4:21:10,BOOK-3875,BOOK,Store,Store 4,4,19.98,0.1,71.92,TRUE
TXN-218118,1/10/2024,4:21:10,TECH-8007,TECH,Store,Store 4,3,427.09,0.05,1217.22,TRUE
TXN-520304,1/29/2024,18:42:06,HOME-4027,HOME,Online,Online,4,225.28,0.3,630.8,TRUE
TXN-520304,1/29/2024,18:42:06,BOOK-6301,BOOK,Online,Online,1,25.42,0.15,21.61,TRUE
TXN-520304,1/29/2024,18:42:06,BOOK-5272,BOOK,Online,Online,3,48.3,0,144.9,FALSE
TXN-568436,1/27/2024,6:48:17,BOOK-6400,BOOK,Online,Online,3,27.34,0,82.02,FALSE
TXN-857997,1/24/2024,21:36:00,BOOK-6890,BOOK,Store,Store 3,1,27.54,0.05,26.16,TRUE
TXN-857997,1/24/2024,21:36:00,HOME-2936,HOME,Store,Store 3,1,217.67,0,217.67,FALSE
TXN-857997,1/24/2024,21:36:00,TECH-3616,TECH,Store,Store 3,1,1282.04,0,1282.04,FALSE
TXN-857997,1/24/2024,21:36:00,TECH-9233,TECH,Store,Store 3,1,557.29,0.25,417.97,TRUE
TXN-823821,1/8/2024,3:07:40,TECH-7021,TECH,Store,Store 3,1,1107.45,0.05,1052.08,TRUE
TXN-823821,1/8/2024,3:07:40,KIDS-3188,KIDS,Store,Store 3,2,135.05,0,270.1,FALSE
TXN-823821,1/8/2024,3:07:40,BOOK-8454,BOOK,Store,Store 3,5,41.47,0.1,186.6,TRUE
TXN-536045,1/17/2024,8:44:35,HOME-8714,HOME,Online,Online,1,280.19,0.05,266.18,TRUE
TXN-536045,1/17/2024,8:44:35,BOOK-5054,BOOK,Online,Online,1,44.61,0.05,42.38,TRUE
TXN-536045,1/17/2024,8:44:35,KIDS-9609,KIDS,Online,Online,2,122.36,0,244.72,FALSE
TXN-837952,1/20/2024,8:23:04,BOOK-2838,BOOK,Online,Online,2,35.97,0,71.94,FALSE
TXN-837952,1/20/2024,8:23:04,TECH-9972,TECH,Online,Online,2,900.1,0.2,1440.16,TRUE
TXN-700521,1/1/2024,9:34:09,BOOK-6375,BOOK,Store,Store 2,4,18.4,0.3,51.52,TRUE
TXN-700521,1/1/2024,9:34:09,HOME-2904,HOME,Store,Store 2,2,152.19,0.1,273.94,TRUE
TXN-700521,1/1/2024,9:34:09,TECH-2489,TECH,Store,Store 2,5,384.59,0.3,1346.05,TRUE
TXN-700521,1/1/2024,9:34:09,HOME-1911,HOME,Store,Store 2,3,253.53,0,760.59,FALSE
TXN-700521,1/1/2024,9:34:09,TECH-9409,TECH,Store,Store 2,5,309.56,0,1547.8,FALSE
TXN-691303,1/18/2024,8:03:35,KIDS-8575,KIDS,Online,Online,1,127.66,0.1,114.89,TRUE
TXN-691303,1/18/2024,8:03:35,KIDS-1356,KIDS,Online,Online,5,62.48,0,312.4,FALSE
TXN-956113,1/16/2024,21:00:47,KIDS-4570,KIDS,Online,Online,3,127.75,0.05,364.08,TRUE
TXN-956113,1/16/2024,21:00:47,BOOK-7941,BOOK,Online,Online,5,37.08,0,185.4,FALSE
TXN-956113,1/16/2024,21:00:47,BOOK-2044,BOOK,Online,Online,1,10.53,0.05,10,TRUE
TXN-956113,1/16/2024,21:00:47,BOOK-2130,BOOK,Online,Online,5,38.88,0.3,136.1,TRUE
TXN-956113,1/16/2024,21:00:47,BOOK-1519,BOOK,Online,Online,5,38.75,0,193.75,FALSE
TXN-288724,1/10/2024,16:49:08,HOME-7135,HOME,Store,Store 4,3,110.38,0.3,231.81,TRUE
TXN-288724,1/10/2024,16:49:08,BOOK-8348,BOOK,Store,Store 4,2,30.77,0.3,43.08,TRUE
TXN-288724,1/10/2024,16:49:08,TECH-7154,TECH,Store,Store 4,3,702.81,0,2108.43,FALSE
TXN-793939,1/18/2024,12:55:34,HOME-6697,HOME,Store,Store 2,2,92.92,0,185.84,FALSE
TXN-793939,1/18/2024,12:55:34,BOOK-9802,BOOK,Store,Store 2,1,35.26,0,35.26,FALSE
TXN-793939,1/18/2024,12:55:34,HOME-3086,HOME,Store,Store 2,5,79.3,0.05,376.65,TRUE
TXN-975373,1/6/2024,18:00:48,HOME-5888,HOME,Store,Store 1,3,101.08,0,303.24,FALSE
TXN-975373,1/6/2024,18:00:48,HOME-9920,HOME,Store,Store 1,1,264.33,0,264.33,FALSE
TXN-975373,1/6/2024,18:00:48,BOOK-7214,BOOK,Store,Store 1,5,35.14,0.2,140.55,TRUE
TXN-975373,1/6/2024,18:00:48,TECH-8546,TECH,Store,Store 1,1,1177.58,0,1177.58,FALSE
TXN-975373,1/6/2024,18:00:48,HOME-5516,HOME,Store,Store 1,5,255.35,0,1276.75,FALSE
TXN-860242,1/15/2024,10:48:07,TECH-1527,TECH,Online,Online,2,785.48,0.3,1099.68,TRUE
TXN-860242,1/15/2024,10:48:07,TECH-1256,TECH,Online,Online,1,1264.25,0,1264.25,FALSE
TXN-860242,1/15/2024,10:48:07,TECH-2102,TECH,Online,Online,4,518.07,0,2072.28,FALSE
TXN-860242,1/15/2024,10:48:07,TECH-1550,TECH,Online,Online,1,1478.05,0,1478.05,FALSE
TXN-860242,1/15/2024,10:48:07,BOOK-1797,BOOK,Online,Online,4,49.89,0,199.56,FALSE
TXN-146385,1/11/2024,7:25:28,HOME-9843,HOME,Store,Store 2,4,166.06,0,664.24,FALSE
TXN-146385,1/11/2024,7:25:28,HOME-1924,HOME,Store,Store 2,3,282.32,0,846.96,FALSE
TXN-146385,1/11/2024,7:25:28,KIDS-5739,KIDS,Store,Store 2,1,68.52,0,68.52,FALSE
TXN-867051,1/4/2024,4:36:20,HOME-4881,HOME,Store,Store 3,2,187.01,0,374.02,FALSE
TXN-867051,1/4/2024,4:36:20,BOOK-3347,BOOK,Store,Store 3,2,40.34,0.2,64.54,TRUE
TXN-867051,1/4/2024,4:36:20,TECH-7775,TECH,Store,Store 3,4,1190.7,0,4762.8,FALSE
TXN-867051,1/4/2024,4:36:20,TECH-1998,TECH,Store,Store 3,4,768.91,0.05,2921.84,TRUE
TXN-756401,1/9/2024,17:43:27,KIDS-1768,KIDS,Store,Store 4,5,90.41,0.3,316.45,TRUE
TXN-756401,1/9/2024,17:43:27,BOOK-9592,BOOK,Store,Store 4,5,38.66,0,193.3,FALSE
TXN-536548,1/19/2024,6:26:09,BOOK-7167,BOOK,Store,Store 3,4,38.97,0,155.88,FALSE
TXN-536548,1/19/2024,6:26:09,BOOK-9813,BOOK,Store,Store 3,2,37.85,0,75.7,FALSE
TXN-990598,1/27/2024,17:14:19,TECH-3365,TECH,Online,Online,3,1063.65,0.15,2712.3,TRUE
TXN-689704,1/9/2024,7:26:26,HOME-9683,HOME,Online,Online,2,215.49,0,430.98,FALSE
TXN-689704,1/9/2024,7:26:26,BOOK-4978,BOOK,Online,Online,4,40.95,0,163.8,FALSE
TXN-689704,1/9/2024,7:26:26,TECH-6411,TECH,Online,Online,1,856.79,0.1,771.11,TRUE
TXN-689704,1/9/2024,7:26:26,BOOK-7079,BOOK,Online,Online,3,42.97,0,128.91,FALSE
TXN-689704,1/9/2024,7:26:26,HOME-4120,HOME,Online,Online,1,274.48,0,274.48,FALSE
TXN-495489,1/11/2024,20:43:38,KIDS-1647,KIDS,Online,Online,3,125.65,0.2,301.56,TRUE
TXN-495489,1/11/2024,20:43:38,TECH-4555,TECH,Online,Online,4,1383.71,0,5534.84,FALSE
TXN-449138,1/26/2024,18:19:58,TECH-4470,TECH,Store,Store 1,5,681.73,0.15,2897.35,TRUE
TXN-449138,1/26/2024,18:19:58,KIDS-8846,KIDS,Store,Store 1,5,121.89,0.2,487.55,TRUE
TXN-449138,1/26/2024,18:19:58,TECH-7498,TECH,Store,Store 1,2,1147.39,0.25,1721.08,TRUE
TXN-913185,1/27/2024,17:18:24,KIDS-9743,KIDS,Store,Store 4,2,70.78,0.1,127.4,TRUE
TXN-913185,1/27/2024,17:18:24,HOME-5285,HOME,Store,Store 4,3,160.57,0,481.71,FALSE
TXN-913185,1/27/2024,17:18:24,BOOK-9147,BOOK,Store,Store 4,4,32.78,0,131.12,FALSE
TXN-913185,1/27/2024,17:18:24,BOOK-8692,BOOK,Store,Store 4,2,23.68,0.1,42.62,TRUE
TXN-913185,1/27/2024,17:18:24,TECH-4328,TECH,Store,Store 4,3,831.67,0,2495.01,FALSE
TXN-534037,1/27/2024,14:02:36,KIDS-4625,KIDS,Online,Online,5,107.72,0.05,511.65,TRUE
TXN-534037,1/27/2024,14:02:36,BOOK-5272,BOOK,Online,Online,3,16.69,0.1,45.06,TRUE
TXN-534037,1/27/2024,14:02:36,HOME-5836,HOME,Online,Online,1,212.16,0,212.16,FALSE
TXN-445888,1/24/2024,19:14:24,TECH-9180,TECH,Store,Store 2,2,1101.31,0.1,1982.36,TRUE
TXN-445888,1/24/2024,19:14:24,TECH-5216,TECH,Store,Store 2,2,1234.92,0.1,2222.86,TRUE
TXN-445888,1/24/2024,19:14:24,BOOK-9037,BOOK,Store,Store 2,4,48.44,0,193.76,FALSE
TXN-445888,1/24/2024,19:14:24,BOOK-6770,BOOK,Store,Store 2,5,16.15,0,80.75,FALSE
TXN-855303,1/9/2024,21:34:31,BOOK-9882,BOOK,Store,Store 2,4,11.27,0.15,38.32,TRUE
TXN-855303,1/9/2024,21:34:31,TECH-9584,TECH,Store,Store 2,4,1357.17,0,5428.68,FALSE
TXN-855303,1/9/2024,21:34:31,HOME-2217,HOME,Store,Store 2,5,294.05,0.15,1249.7,TRUE
TXN-855303,1/9/2024,21:34:31,KIDS-1104,KIDS,Store,Store 2,1,149.64,0,149.64,FALSE
TXN-983472,1/28/2024,17:40:14,TECH-2113,TECH,Online,Online,4,717.01,0.05,2724.64,TRUE
TXN-983472,1/28/2024,17:40:14,BOOK-4583,BOOK,Online,Online,1,44.1,0.1,39.69,TRUE
TXN-983472,1/28/2024,17:40:14,TECH-1990,TECH,Online,Online,3,1247.29,0.1,3367.68,TRUE
TXN-983472,1/28/2024,17:40:14,TECH-8993,TECH,Online,Online,3,862.93,0,2588.79,FALSE
TXN-983472,1/28/2024,17:40:14,TECH-9719,TECH,Online,Online,5,935.86,0.05,4445.35,TRUE
TXN-117538,1/30/2024,13:33:46,BOOK-9777,BOOK,Store,Store 3,5,19.3,0.15,82.05,TRUE
TXN-117538,1/30/2024,13:33:46,TECH-9228,TECH,Store,Store 3,1,724.44,0.3,507.11,TRUE
TXN-117538,1/30/2024,13:33:46,KIDS-3937,KIDS,Store,Store 3,2,125.17,0,250.34,FALSE
TXN-200992,1/12/2024,20:33:09,KIDS-4144,KIDS,Store,Store 2,3,93.24,0.1,251.76,TRUE
TXN-200992,1/12/2024,20:33:09,TECH-6807,TECH,Store,Store 2,2,906.61,0,1813.22,FALSE
TXN-516176,1/1/2024,6:05:23,BOOK-7652,BOOK,Online,Online,2,42.9,0,85.8,FALSE
TXN-355021,1/14/2024,14:44:14,HOME-5914,HOME,Online,Online,1,265.55,0.05,252.27,TRUE
TXN-355021,1/14/2024,14:44:14,BOOK-1519,BOOK,Online,Online,5,49.58,0,247.9,FALSE
TXN-497687,1/13/2024,7:24:35,BOOK-1919,BOOK,Store,Store 4,4,37.48,0.05,142.44,TRUE
TXN-186702,1/5/2024,19:31:54,BOOK-6427,BOOK,Store,Store 4,5,45.6,0.05,216.6,TRUE
TXN-186702,1/5/2024,19:31:54,BOOK-9653,BOOK,Store,Store 4,1,30.52,0.2,24.42,TRUE
TXN-186702,1/5/2024,19:31:54,BOOK-4463,BOOK,Store,Store 4,4,32.11,0.3,89.92,TRUE
TXN-186702,1/5/2024,19:31:54,HOME-5441,HOME,Store,Store 4,4,91.33,0,365.32,FALSE
TXN-177959,1/16/2024,12:43:59,BOOK-5593,BOOK,Online,Online,1,41.43,0.15,35.22,TRUE
TXN-177959,1/16/2024,12:43:59,KIDS-3938,KIDS,Online,Online,3,63.87,0.25,143.7,TRUE
TXN-177959,1/16/2024,12:43:59,HOME-1256,HOME,Online,Online,4,218.19,0.2,698.2,TRUE
TXN-177959,1/16/2024,12:43:59,TECH-7525,TECH,Online,Online,2,926.34,0.25,1389.5,TRUE
TXN-177959,1/16/2024,12:43:59,TECH-3661,TECH,Online,Online,2,1251.11,0.1,2252,TRUE
TXN-809922,1/24/2024,6:57:34,TECH-7288,TECH,Store,Store 3,2,584.5,0.05,1110.54,TRUE
TXN-809922,1/24/2024,6:57:34,KIDS-2284,KIDS,Store,Store 3,3,50.96,0.1,137.58,TRUE
TXN-809922,1/24/2024,6:57:34,BOOK-1879,BOOK,Store,Store 3,1,40.9,0,40.9,FALSE
TXN-809922,1/24/2024,6:57:34,HOME-4803,HOME,Store,Store 3,2,178.23,0.25,267.34,TRUE
TXN-809922,1/24/2024,6:57:34,KIDS-7499,KIDS,Store,Store 3,2,71.72,0.25,107.58,TRUE
TXN-131064,1/6/2024,1:40:17,BOOK-9038,BOOK,Store,Store 4,4,36.8,0,147.2,FALSE
TXN-679902,1/25/2024,5:24:27,KIDS-4043,KIDS,Online,Online,1,129.09,0.1,116.18,TRUE
TXN-189856,1/1/2024,14:49:39,HOME-5037,HOME,Store,Store 3,1,202.08,0.05,191.98,TRUE
TXN-189856,1/1/2024,14:49:39,TECH-5390,TECH,Store,Store 3,1,1032.92,0,1032.92,FALSE
TXN-189856,1/1/2024,14:49:39,TECH-3527,TECH,Store,Store 3,3,1081.82,0.1,2920.92,TRUE
TXN-189856,1/1/2024,14:49:39,HOME-6909,HOME,Store,Store 3,5,258.77,0,1293.85,FALSE
TXN-105447,1/13/2024,9:19:28,BOOK-6896,BOOK,Online,Online,1,21.31,0.05,20.24,TRUE
TXN-105447,1/13/2024,9:19:28,TECH-3170,TECH,Online,Online,5,1453.79,0,7268.95,FALSE
TXN-105447,1/13/2024,9:19:28,KIDS-8061,KIDS,Online,Online,4,97.65,0,390.6,FALSE
TXN-681687,1/7/2024,9:32:26,KIDS-2692,KIDS,Online,Online,4,65.55,0,262.2,FALSE
TXN-681687,1/7/2024,9:32:26,BOOK-6798,BOOK,Online,Online,5,10.41,0.1,46.85,TRUE
TXN-681687,1/7/2024,9:32:26,HOME-7311,HOME,Online,Online,4,297.53,0,1190.12,FALSE
TXN-681687,1/7/2024,9:32:26,BOOK-7779,BOOK,Online,Online,3,43.98,0,131.94,FALSE
TXN-681687,1/7/2024,9:32:26,KIDS-2387,KIDS,Online,Online,2,140.72,0.05,267.36,TRUE
TXN-699743,1/4/2024,6:33:10,BOOK-3777,BOOK,Store,Store 4,2,17.58,0,35.16,FALSE
TXN-699743,1/4/2024,6:33:10,HOME-5933,HOME,Store,Store 4,2,211.88,0,423.76,FALSE
TXN-699743,1/4/2024,6:33:10,TECH-3390,TECH,Store,Store 4,5,437.76,0,2188.8,FALSE
TXN-699743,1/4/2024,6:33:10,TECH-8121,TECH,Store,Store 4,4,1337.96,0,5351.84,FALSE
TXN-699743,1/4/2024,6:33:10,HOME-5911,HOME,Store,Store 4,2,273.89,0,547.78,FALSE
TXN-180657,1/10/2024,4:23:16,TECH-9123,TECH,Store,Store 2,2,1024.56,0.05,1946.66,TRUE
TXN-180657,1/10/2024,4:23:16,KIDS-8501,KIDS,Store,Store 2,5,115.54,0,577.7,FALSE
TXN-419457,1/10/2024,15:00:25,HOME-7224,HOME,Store,Store 3,1,91.1,0.25,68.32,TRUE
TXN-419457,1/10/2024,15:00:25,BOOK-8212,BOOK,Store,Store 3,1,11.81,0,11.81,FALSE
TXN-419457,1/10/2024,15:00:25,TECH-3230,TECH,Store,Store 3,3,1417.87,0,4253.61,FALSE
TXN-419457,1/10/2024,15:00:25,BOOK-4290,BOOK,Store,Store 3,2,23.07,0,46.14,FALSE
TXN-286266,1/8/2024,19:25:20,BOOK-9044,BOOK,Store,Store 3,3,49.22,0.2,118.14,TRUE
TXN-286266,1/8/2024,19:25:20,TECH-6339,TECH,Store,Store 3,2,1186.64,0,2373.28,FALSE
TXN-286266,1/8/2024,19:25:20,HOME-7437,HOME,Store,Store 3,4,105.77,0,423.08,FALSE
TXN-286266,1/8/2024,19:25:20,HOME-4273,HOME,Store,Store 3,5,111.56,0.05,529.9,TRUE
TXN-286266,1/8/2024,19:25:20,HOME-1440,HOME,Store,Store 3,2,157.81,0.3,220.94,TRUE
TXN-842776,1/5/2024,1:13:28,HOME-2133,HOME,Store,Store 3,1,84.47,0.3,59.13,TRUE
TXN-842776,1/5/2024,1:13:28,KIDS-9180,KIDS,Store,Store 3,1,29.94,0,29.94,FALSE
TXN-842776,1/5/2024,1:13:28,HOME-5961,HOME,Store,Store 3,1,132.04,0,132.04,FALSE
TXN-842776,1/5/2024,1:13:28,TECH-3525,TECH,Store,Store 3,1,730,0.1,657,TRUE
TXN-842776,1/5/2024,1:13:28,BOOK-2211,BOOK,Store,Store 3,5,33.06,0,165.3,FALSE
TXN-726979,1/9/2024,7:30:37,KIDS-9755,KIDS,Store,Store 4,1,74.7,0.1,67.23,TRUE
TXN-726979,1/9/2024,7:30:37,KIDS-9907,KIDS,Store,Store 4,2,73.01,0,146.02,FALSE
TXN-726979,1/9/2024,7:30:37,HOME-6890,HOME,Store,Store 4,2,133.03,0.05,252.76,TRUE
TXN-726979,1/9/2024,7:30:37,KIDS-2791,KIDS,Store,Store 4,4,35.13,0.1,126.48,TRUE
TXN-726979,1/9/2024,7:30:37,KIDS-3725,KIDS,Store,Store 4,4,110.13,0.05,418.48,TRUE
TXN-690579,1/8/2024,18:41:43,KIDS-7547,KIDS,Online,Online,5,76.96,0.25,288.6,TRUE
TXN-690579,1/8/2024,18:41:43,TECH-8052,TECH,Online,Online,4,795.81,0,3183.24,FALSE
TXN-690579,1/8/2024,18:41:43,HOME-2615,HOME,Online,Online,4,189.08,0,756.32,FALSE
TXN-690579,1/8/2024,18:41:43,KIDS-9366,KIDS,Online,Online,4,74.49,0.05,283.08,TRUE
TXN-567432,1/28/2024,16:23:25,TECH-9199,TECH,Store,Store 4,5,1303.8,0,6519,FALSE
TXN-567432,1/28/2024,16:23:25,BOOK-1402,BOOK,Store,Store 4,2,22.66,0,45.32,FALSE
TXN-567432,1/28/2024,16:23:25,BOOK-5840,BOOK,Store,Store 4,2,37.1,0,74.2,FALSE
TXN-190025,1/23/2024,19:07:53,TECH-6707,TECH,Store,Store 2,2,584.57,0,1169.14,FALSE
TXN-190025,1/23/2024,19:07:53,KIDS-8460,KIDS,Store,Store 2,2,129.75,0.1,233.56,TRUE
TXN-190025,1/23/2024,19:07:53,BOOK-6706,BOOK,Store,Store 2,5,46.06,0,230.3,FALSE
TXN-190025,1/23/2024,19:07:53,TECH-8178,TECH,Store,Store 2,3,1294.19,0.1,3494.31,TRUE
TXN-190025,1/23/2024,19:07:53,HOME-6225,HOME,Store,Store 2,4,108.47,0,433.88,FALSE
TXN-146853,1/21/2024,19:51:45,BOOK-2885,BOOK,Online,Online,3,28.18,0,84.54,FALSE
TXN-146853,1/21/2024,19:51:45,HOME-6620,HOME,Online,Online,1,157.75,0.05,149.86,TRUE
TXN-146853,1/21/2024,19:51:45,TECH-4996,TECH,Online,Online,2,1047.3,0.05,1989.86,TRUE
TXN-146853,1/21/2024,19:51:45,BOOK-6422,BOOK,Online,Online,1,16.41,0.1,14.77,TRUE
TXN-343118,1/14/2024,18:51:25,HOME-4022,HOME,Online,Online,1,63.1,0,63.1,FALSE
TXN-789237,1/12/2024,3:27:25,KIDS-4232,KIDS,Store,Store 1,5,59.6,0,298,FALSE
TXN-789237,1/12/2024,3:27:25,KIDS-8037,KIDS,Store,Store 1,2,140.5,0,281,FALSE
TXN-789237,1/12/2024,3:27:25,BOOK-4519,BOOK,Store,Store 1,3,25.72,0,77.16,FALSE
TXN-789237,1/12/2024,3:27:25,KIDS-2025,KIDS,Store,Store 1,1,122.36,0.05,116.24,TRUE
TXN-789237,1/12/2024,3:27:25,TECH-6993,TECH,Store,Store 1,4,736.94,0,2947.76,FALSE
TXN-579776,1/1/2024,3:07:16,BOOK-9646,BOOK,Store,Store 4,3,42.23,0.25,95.01,TRUE
TXN-579776,1/1/2024,3:07:16,TECH-7367,TECH,Store,Store 4,5,405.11,0.05,1924.25,TRUE
TXN-579776,1/1/2024,3:07:16,BOOK-6700,BOOK,Store,Store 4,5,35.06,0,175.3,FALSE
TXN-579776,1/1/2024,3:07:16,TECH-8501,TECH,Store,Store 4,2,1095.36,0.1,1971.64,TRUE
TXN-744333,1/24/2024,18:37:05,TECH-6131,TECH,Store,Store 2,2,550.31,0,1100.62,FALSE
TXN-744333,1/24/2024,18:37:05,KIDS-6003,KIDS,Store,Store 2,5,39.4,0,197,FALSE
TXN-744333,1/24/2024,18:37:05,BOOK-7116,BOOK,Store,Store 2,2,12.27,0.1,22.08,TRUE
TXN-744333,1/24/2024,18:37:05,BOOK-7852,BOOK,Store,Store 2,2,17.74,0.1,31.94,TRUE
TXN-543588,1/9/2024,20:11:31,TECH-9804,TECH,Online,Online,3,793.56,0.05,2261.64,TRUE
TXN-543588,1/9/2024,20:11:31,HOME-3733,HOME,Online,Online,1,85.28,0,85.28,FALSE
TXN-543588,1/9/2024,20:11:31,TECH-3298,TECH,Online,Online,5,487.58,0,2437.9,FALSE
TXN-543588,1/9/2024,20:11:31,TECH-8389,TECH,Online,Online,4,624.77,0.1,2249.16,TRUE
TXN-110048,1/31/2024,6:31:08,TECH-4196,TECH,Online,Online,3,993.37,0.3,2086.08,TRUE
TXN-110048,1/31/2024,6:31:08,KIDS-7703,KIDS,Online,Online,2,76.47,0.1,137.64,TRUE
TXN-110048,1/31/2024,6:31:08,HOME-8272,HOME,Online,Online,1,175.18,0,175.18,FALSE
TXN-186686,1/1/2024,13:36:01,BOOK-5785,BOOK,Store,Store 2,4,34.13,0,136.52,FALSE
TXN-186686,1/1/2024,13:36:01,TECH-4683,TECH,Store,Store 2,1,1367.9,0.05,1299.51,TRUE
TXN-186686,1/1/2024,13:36:01,TECH-8492,TECH,Store,Store 2,2,1249.76,0.1,2249.56,TRUE
TXN-676429,1/5/2024,5:32:07,KIDS-2871,KIDS,Online,Online,3,62.16,0,186.48,FALSE
TXN-676429,1/5/2024,5:32:07,BOOK-9898,BOOK,Online,Online,2,40.63,0.25,60.94,TRUE
TXN-676429,1/5/2024,5:32:07,TECH-9880,TECH,Online,Online,4,631.11,0.15,2145.76,TRUE
TXN-896922,1/7/2024,18:46:28,HOME-7965,HOME,Store,Store 2,2,112.77,0,225.54,FALSE
TXN-896922,1/7/2024,18:46:28,TECH-5055,TECH,Store,Store 2,1,1319.34,0,1319.34,FALSE
TXN-896922,1/7/2024,18:46:28,KIDS-1528,KIDS,Store,Store 2,2,97.24,0,194.48,FALSE
TXN-896922,1/7/2024,18:46:28,TECH-6711,TECH,Store,Store 2,2,316.42,0.15,537.92,TRUE
TXN-896922,1/7/2024,18:46:28,BOOK-8193,BOOK,Store,Store 2,2,27.06,0.15,46,TRUE
TXN-913308,1/6/2024,9:51:15,TECH-4438,TECH,Online,Online,4,1010.42,0.25,3031.24,TRUE
TXN-913308,1/6/2024,9:51:15,TECH-8015,TECH,Online,Online,5,383.27,0,1916.35,FALSE
TXN-245998,1/20/2024,10:50:13,TECH-4390,TECH,Online,Online,4,1489.74,0.25,4469.24,TRUE
